CEG,nome_parque,status_operacao,uf,qtd_aerogeradores,potencia_parque_mw,ano_inicio_operacao,longitude_parque,latitude_parque,altura_torre_m,diametro_rotor_m,potencia_turbina_mw,denominacao_aerogerador,status_operacao_turbina,longitude_turbina,latitude_turbina
EOLCVBA030546-4-01,Seraíma,Operação,BA,18,30.24,2014.0,-42.71185123499998,-14.147272974999964,80.0,82.5,1.68,SER-12,Sim,-42.70423188299998,-14.122534541999926
EOLCVBA030546-4-01,Seraíma,Operação,BA,18,30.24,2014.0,-42.71185123499998,-14.147272974999964,80.0,82.5,1.68,SER-02,Sim,-42.710129139999935,-14.145703586999955
EOLCVBA030546-4-01,Seraíma,Operação,BA,18,30.24,2014.0,-42.71185123499998,-14.147272974999964,80.0,82.5,1.68,SER-03,Sim,-42.71023484299997,-14.144394446999968
EOLCVBA030546-4-01,Seraíma,Operação,BA,18,30.24,2014.0,-42.71185123499998,-14.147272974999964,80.0,82.5,1.68,SER-13,Sim,-42.70535762699996,-14.121063465999953
EOLCVBA030546-4-01,Seraíma,Operação,BA,18,30.24,2014.0,-42.71185123499998,-14.147272974999964,80.0,82.5,1.68,SER-04,Sim,-42.71030350999996,-14.14308495499995
EOLCVBA032358-6-01,Delfina II,Operação,BA,14,28.0,2017.0,-40.95861817399998,-10.036945636999974,80.0,110.0,2.0,AEG 6,Sim,-40.94893696599996,-10.042308933999948
EOLCVBA032358-6-01,Delfina II,Operação,BA,14,28.0,2017.0,-40.95861817399998,-10.036945636999974,80.0,110.0,2.0,AEG 5,Sim,-40.95314604499998,-10.03088523599996
EOLCVBA032358-6-01,Delfina II,Operação,BA,14,28.0,2017.0,-40.95861817399998,-10.036945636999974,80.0,110.0,2.0,AEG 2,Sim,-40.95700477599996,-10.035581149999928
EOLCVBA032358-6-01,Delfina II,Operação,BA,14,28.0,2017.0,-40.95861817399998,-10.036945636999974,80.0,110.0,2.0,AEG 1,Sim,-40.95861817399998,-10.036945636999974
EOLCVBA032358-6-01,Delfina II,Operação,BA,14,28.0,2017.0,-40.95861817399998,-10.036945636999974,80.0,110.0,2.0,AEG 14,Sim,-40.930941863999976,-10.02384673199998
EOLCVBA032358-6-01,Delfina II,Operação,BA,14,28.0,2017.0,-40.95861817399998,-10.036945636999974,80.0,110.0,2.0,AEG 9,Sim,-40.94307129899994,-10.037543331999927
EOLCVBA032358-6-01,Delfina II,Operação,BA,14,28.0,2017.0,-40.95861817399998,-10.036945636999974,80.0,110.0,2.0,AEG 12,Sim,-40.93615974199997,-10.027106783999956
EOLCVBA032358-6-01,Delfina II,Operação,BA,14,28.0,2017.0,-40.95861817399998,-10.036945636999974,80.0,110.0,2.0,AEG 3,Sim,-40.955418804999965,-10.034225529999958
EOLCVBA032358-6-01,Delfina II,Operação,BA,14,28.0,2017.0,-40.95861817399998,-10.036945636999974,80.0,110.0,2.0,AEG 13,Sim,-40.93392659199998,-10.024254222999955
EOLCVBA032358-6-01,Delfina II,Operação,BA,14,28.0,2017.0,-40.95861817399998,-10.036945636999974,80.0,110.0,2.0,AEG 8,Sim,-40.94370652799995,-10.040061665999929
EOLCVBA032358-6-01,Delfina II,Operação,BA,14,28.0,2017.0,-40.95861817399998,-10.036945636999974,80.0,110.0,2.0,AEG 10,Sim,-40.94127247399996,-10.03566458299997
EOLCVBA032358-6-01,Delfina II,Operação,BA,14,28.0,2017.0,-40.95861817399998,-10.036945636999974,80.0,110.0,2.0,AEG 11,Sim,-40.94113721499997,-10.032863083999928
EOLCVBA032358-6-01,Delfina II,Operação,BA,14,28.0,2017.0,-40.95861817399998,-10.036945636999974,80.0,110.0,2.0,AEG 4,Sim,-40.95426881999998,-10.032569025999976
EOLCVBA032358-6-01,Delfina II,Operação,BA,14,28.0,2017.0,-40.95861817399998,-10.036945636999974,80.0,110.0,2.0,AEG 7,Sim,-40.94581424399996,-10.041730668999946
EOLCVBA032342-0-01,Assuruá III,Operação,BA,5,12.5,2018.0,-42.68132130399994,-11.170555861999958,90.0,116.0,2.5,A-III-3,Sim,-42.67451335099997,-11.174994424999966
EOLCVBA032342-0-01,Assuruá III,Operação,BA,5,12.5,2018.0,-42.68132130399994,-11.170555861999958,90.0,116.0,2.5,A-III-1,Sim,-42.68132130399994,-11.170555861999958
EOLCVBA032342-0-01,Assuruá III,Operação,BA,5,12.5,2018.0,-42.68132130399994,-11.170555861999958,90.0,116.0,2.5,A-III-2,Sim,-42.68311542499998,-11.17397670899993
EOLCVBA032342-0-01,Assuruá III,Operação,BA,5,12.5,2018.0,-42.68132130399994,-11.170555861999958,90.0,116.0,2.5,A-III-4,Sim,-42.67596798399995,-11.177364376999948
EOLCVBA032342-0-01,Assuruá III,Operação,BA,5,12.5,2018.0,-42.68132130399994,-11.170555861999958,90.0,116.0,2.5,A-III-5,Sim,-42.67693131799996,-11.179369030999965
EOLCVBA031352-1-01,Mussambê,Operação,BA,14,32.9,2015.0,-41.08341680299998,-9.862763799999923,98.0,92.0,2.35,MB-14,Sim,-41.053211998999984,-9.820374671999955
EOLCVBA031352-1-01,Mussambê,Operação,BA,14,32.9,2015.0,-41.08341680299998,-9.862763799999923,98.0,92.0,2.35,MB-05,Sim,-41.06292033699998,-9.828053135999935
EOLCVBA031352-1-01,Mussambê,Operação,BA,14,32.9,2015.0,-41.08341680299998,-9.862763799999923,98.0,92.0,2.35,MB-10,Sim,-41.05609984599994,-9.824596506999969
EOLCVBA031352-1-01,Mussambê,Operação,BA,14,32.9,2015.0,-41.08341680299998,-9.862763799999923,98.0,92.0,2.35,MB-13,Sim,-41.053956666999966,-9.821418697999944
EOLCVBA031352-1-01,Mussambê,Operação,BA,14,32.9,2015.0,-41.08341680299998,-9.862763799999923,98.0,92.0,2.35,MB-07,Sim,-41.05866772699994,-9.827175126999975
EOLCVBA031352-1-01,Mussambê,Operação,BA,14,32.9,2015.0,-41.08341680299998,-9.862763799999923,98.0,92.0,2.35,MB-12,Sim,-41.054683057999966,-9.822453792999966
EOLCVBA031352-1-01,Mussambê,Operação,BA,14,32.9,2015.0,-41.08341680299998,-9.862763799999923,98.0,92.0,2.35,MB-04,Sim,-41.08085318399998,-9.85948943699998
EOLCVBA031352-1-01,Mussambê,Operação,BA,14,32.9,2015.0,-41.08341680299998,-9.862763799999923,98.0,92.0,2.35,MB-06,Sim,-41.06015047899996,-9.82818752299994
EOLCVBA031352-1-01,Mussambê,Operação,BA,14,32.9,2015.0,-41.08341680299998,-9.862763799999923,98.0,92.0,2.35,MB-08,Sim,-41.05727175599998,-9.82693052299993
EOLCVBA031352-1-01,Mussambê,Operação,BA,14,32.9,2015.0,-41.08341680299998,-9.862763799999923,98.0,92.0,2.35,MB-11,Sim,-41.05535482799996,-9.823498255999937
EOLCVBA031352-1-01,Mussambê,Operação,BA,14,32.9,2015.0,-41.08341680299998,-9.862763799999923,98.0,92.0,2.35,MB-03,Sim,-41.08190787799998,-9.860522411999966
EOLCVBA031352-1-01,Mussambê,Operação,BA,14,32.9,2015.0,-41.08341680299998,-9.862763799999923,98.0,92.0,2.35,MB-02,Sim,-41.082508496999935,-9.861820317999957
EOLCVBA031352-1-01,Mussambê,Operação,BA,14,32.9,2015.0,-41.08341680299998,-9.862763799999923,98.0,92.0,2.35,MB-09,Sim,-41.05663575699998,-9.82577737899993
EOLCVBA031352-1-01,Mussambê,Operação,BA,14,32.9,2015.0,-41.08341680299998,-9.862763799999923,98.0,92.0,2.35,MB-01,Sim,-41.08341680299998,-9.862763799999923
EOLCVBA030776-9-01,Pilões,Operação,BA,18,30.24,2015.0,-42.61607574499993,-14.029151058999958,80.0,82.5,1.68,PIL-14,Sim,-42.62875595199995,-14.033150022999962
EOLCVBA030776-9-01,Pilões,Operação,BA,18,30.24,2015.0,-42.61607574499993,-14.029151058999958,80.0,82.5,1.68,PIL-01,Sim,-42.62156907899998,-14.048926954999956
EOLCVBA030776-9-01,Pilões,Operação,BA,18,30.24,2015.0,-42.61607574499993,-14.029151058999958,80.0,82.5,1.68,PIL-04,Sim,-42.621770985999945,-14.044610184999954
EOLCVBA030776-9-01,Pilões,Operação,BA,18,30.24,2015.0,-42.61607574499993,-14.029151058999958,80.0,82.5,1.68,PIL-10,Sim,-42.62244886399998,-14.035419159999948
EOLCVBA030776-9-01,Pilões,Operação,BA,18,30.24,2015.0,-42.61607574499993,-14.029151058999958,80.0,82.5,1.68,PIL-02,Sim,-42.62111140299993,-14.04754008699996
EOLCVBA030776-9-01,Pilões,Operação,BA,18,30.24,2015.0,-42.61607574499993,-14.029151058999958,80.0,82.5,1.68,PIL-12,Sim,-42.62101720799996,-14.032459651999943
EOLCVBA030776-9-01,Pilões,Operação,BA,18,30.24,2015.0,-42.61607574499993,-14.029151058999958,80.0,82.5,1.68,PIL-09,Sim,-42.622304404999966,-14.036863349999976
EOLCVBA030776-9-01,Pilões,Operação,BA,18,30.24,2015.0,-42.61607574499993,-14.029151058999958,80.0,82.5,1.68,PIL-17,Sim,-42.63313032299993,-14.02892828399996
EOLCVBA030776-9-01,Pilões,Operação,BA,18,30.24,2015.0,-42.61607574499993,-14.029151058999958,80.0,82.5,1.68,PIL-06,Sim,-42.62192392299994,-14.041449419999935
EOLCVBA030776-9-01,Pilões,Operação,BA,18,30.24,2015.0,-42.61607574499993,-14.029151058999958,80.0,82.5,1.68,PIL-11,Sim,-42.62248227799995,-14.033973876999935
EOLCVBA030776-9-01,Pilões,Operação,BA,18,30.24,2015.0,-42.61607574499993,-14.029151058999958,80.0,82.5,1.68,PIL-13,Sim,-42.62044028499997,-14.03097222799994
EOLCVBA030776-9-01,Pilões,Operação,BA,18,30.24,2015.0,-42.61607574499993,-14.029151058999958,80.0,82.5,1.68,PIL-18,Sim,-42.63445143499996,-14.027341983999976
EOLCVBA030776-9-01,Pilões,Operação,BA,18,30.24,2015.0,-42.61607574499993,-14.029151058999958,80.0,82.5,1.68,PIL-08,Sim,-42.62214985199995,-14.03838875599996
EOLCVBA030776-9-01,Pilões,Operação,BA,18,30.24,2015.0,-42.61607574499993,-14.029151058999958,80.0,82.5,1.68,PIL-03,Sim,-42.621117357999935,-14.046067431999973
EOLCVBA030776-9-01,Pilões,Operação,BA,18,30.24,2015.0,-42.61607574499993,-14.029151058999958,80.0,82.5,1.68,PIL-07,Sim,-42.62181919499994,-14.039939534999974
EOLCVBA030776-9-01,Pilões,Operação,BA,18,30.24,2015.0,-42.61607574499993,-14.029151058999958,80.0,82.5,1.68,PIL-15,Sim,-42.62894737399995,-14.031634001999976
EOLCVBA030776-9-01,Pilões,Operação,BA,18,30.24,2015.0,-42.61607574499993,-14.029151058999958,80.0,82.5,1.68,PIL-05,Sim,-42.62194443399994,-14.04304882699995
EOLCVBA030776-9-01,Pilões,Operação,BA,18,30.24,2015.0,-42.61607574499993,-14.029151058999958,80.0,82.5,1.68,PIL-16,Sim,-42.628420379999966,-14.029785674999973
EOLCVPI031273-8-01,Ventos de Santa Fátima,Operação,PI,11,29.7,2017.0,-40.55418635299998,-7.300020162999942,89.0,122.0,2.70000005,SF-10,Sim,-40.56385250699998,-7.321688929999937
EOLCVPI031273-8-01,Ventos de Santa Fátima,Operação,PI,11,29.7,2017.0,-40.55418635299998,-7.300020162999942,89.0,122.0,2.70000005,SF-06,Sim,-40.56375771499995,-7.312673828999948
EOLCVPI031273-8-01,Ventos de Santa Fátima,Operação,PI,11,29.7,2017.0,-40.55418635299998,-7.300020162999942,89.0,122.0,2.70000005,SF-02,Sim,-40.55418635299998,-7.300020162999942
EOLCVPI031273-8-01,Ventos de Santa Fátima,Operação,PI,11,29.7,2017.0,-40.55418635299998,-7.300020162999942,89.0,122.0,2.70000005,SF-07,Sim,-40.56300438499994,-7.30960196999996
EOLCVPI031273-8-01,Ventos de Santa Fátima,Operação,PI,11,29.7,2017.0,-40.55418635299998,-7.300020162999942,89.0,122.0,2.70000005,SF-01,Sim,-40.55587164099995,-7.310720791999927
EOLCVPI031273-8-01,Ventos de Santa Fátima,Operação,PI,11,29.7,2017.0,-40.55418635299998,-7.300020162999942,89.0,122.0,2.70000005,SF-09,Sim,-40.56330963499994,-7.306228034999947
EOLCVPI031273-8-01,Ventos de Santa Fátima,Operação,PI,11,29.7,2017.0,-40.55418635299998,-7.300020162999942,89.0,122.0,2.70000005,SF-08,Sim,-40.55538818599996,-7.30710542099996
EOLCVPI031273-8-01,Ventos de Santa Fátima,Operação,PI,11,29.7,2017.0,-40.55418635299998,-7.300020162999942,89.0,122.0,2.70000005,SF-05,Sim,-40.56384077499996,-7.315720882999926
EOLCVPI031273-8-01,Ventos de Santa Fátima,Operação,PI,11,29.7,2017.0,-40.55418635299998,-7.300020162999942,89.0,122.0,2.70000005,SF-04,Sim,-40.56280044199997,-7.303037773999961
EOLCVPI031273-8-01,Ventos de Santa Fátima,Operação,PI,11,29.7,2017.0,-40.55418635299998,-7.300020162999942,89.0,122.0,2.70000005,SF-03,Sim,-40.55458564599997,-7.30287624999994
EOLCVPI031273-8-01,Ventos de Santa Fátima,Operação,PI,11,29.7,2017.0,-40.55418635299998,-7.300020162999942,89.0,122.0,2.70000005,SF-11,Sim,-40.56384214199994,-7.318713964999972
EOLCVBA032469-8-01,Serra da Babilônia X,Operação,BA,12,28.2,2018.0,-41.31878749599997,-11.06810282999993,98.0,92.0,2.35,SDB-X-B-08,Sim,-41.331596237999975,-11.074401717999931
EOLCVBA032469-8-01,Serra da Babilônia X,Operação,BA,12,28.2,2018.0,-41.31878749599997,-11.06810282999993,98.0,92.0,2.35,SDB-X-B-07,Sim,-41.33043265499998,-11.073037082999974
EOLCVBA032469-8-01,Serra da Babilônia X,Operação,BA,12,28.2,2018.0,-41.31878749599997,-11.06810282999993,98.0,92.0,2.35,SDB-X-A-05,Sim,-41.32156648299997,-11.075265255999966
EOLCVBA032469-8-01,Serra da Babilônia X,Operação,BA,12,28.2,2018.0,-41.31878749599997,-11.06810282999993,98.0,92.0,2.35,SDB-X-B-09,Sim,-41.331921385999976,-11.076179490999948
EOLCVBA032469-8-01,Serra da Babilônia X,Operação,BA,12,28.2,2018.0,-41.31878749599997,-11.06810282999993,98.0,92.0,2.35,SDB-X-B-10,Sim,-41.33181791499993,-11.078132276999952
EOLCVBA032469-8-01,Serra da Babilônia X,Operação,BA,12,28.2,2018.0,-41.31878749599997,-11.06810282999993,98.0,92.0,2.35,SDB-X-A-04,Sim,-41.32085751499994,-11.073535595999942
EOLCVBA032469-8-01,Serra da Babilônia X,Operação,BA,12,28.2,2018.0,-41.31878749599997,-11.06810282999993,98.0,92.0,2.35,SDB-X-A-02,Sim,-41.31958576999995,-11.070048032999978
EOLCVBA032469-8-01,Serra da Babilônia X,Operação,BA,12,28.2,2018.0,-41.31878749599997,-11.06810282999993,98.0,92.0,2.35,SDB-X-B-06,Sim,-41.32943304099996,-11.07158080499994
EOLCVBA032469-8-01,Serra da Babilônia X,Operação,BA,12,28.2,2018.0,-41.31878749599997,-11.06810282999993,98.0,92.0,2.35,SDB-X-A-03,Sim,-41.319829710999954,-11.071980087999975
EOLCVBA032469-8-01,Serra da Babilônia X,Operação,BA,12,28.2,2018.0,-41.31878749599997,-11.06810282999993,98.0,92.0,2.35,SDB-X-A-01,Sim,-41.319168512999966,-11.068180566999956
EOLCVBA032469-8-01,Serra da Babilônia X,Operação,BA,12,28.2,2018.0,-41.31878749599997,-11.06810282999993,98.0,92.0,2.35,SDB-X-B-11,Sim,-41.33278997899998,-11.079570678999971
EOLCVBA032469-8-01,Serra da Babilônia X,Operação,BA,12,28.2,2018.0,-41.31878749599997,-11.06810282999993,98.0,92.0,2.35,SDB-X-B-12,Sim,-41.333160745999976,-11.08133001999994
EOLCVRN031802-7-01,Jericó,Operação,RN,14,32.9,2017.0,-36.09034821399996,-5.371214465999969,98.38,92.0,2.35,Jer-07,Sim,-36.063229718999935,-5.383353382999928
EOLCVRN031802-7-01,Jericó,Operação,RN,14,32.9,2017.0,-36.09034821399996,-5.371214465999969,98.38,92.0,2.35,Jer-09,Sim,-36.066596139999945,-5.390787174999957
EOLCVRN031802-7-01,Jericó,Operação,RN,14,32.9,2017.0,-36.09034821399996,-5.371214465999969,98.38,92.0,2.35,Jer-05,Sim,-36.062618741999984,-5.378329773999951
EOLCVRN031802-7-01,Jericó,Operação,RN,14,32.9,2017.0,-36.09034821399996,-5.371214465999969,98.38,92.0,2.35,Jer-03,Sim,-36.09050688599996,-5.370907658999954
EOLCVRN031802-7-01,Jericó,Operação,RN,14,32.9,2017.0,-36.09034821399996,-5.371214465999969,98.38,92.0,2.35,Jer-14,Sim,-36.07555665299998,-5.399657400999956
EOLCVRN031802-7-01,Jericó,Operação,RN,14,32.9,2017.0,-36.09034821399996,-5.371214465999969,98.38,92.0,2.35,Jer-02,Sim,-36.08870777899995,-5.368586125999968
EOLCVRN031802-7-01,Jericó,Operação,RN,14,32.9,2017.0,-36.09034821399996,-5.371214465999969,98.38,92.0,2.35,Jer-01,Sim,-36.08791982899993,-5.365754423999931
EOLCVRN031802-7-01,Jericó,Operação,RN,14,32.9,2017.0,-36.09034821399996,-5.371214465999969,98.38,92.0,2.35,Jer-08,Sim,-36.06534646199998,-5.388585692999925
EOLCVRN031802-7-01,Jericó,Operação,RN,14,32.9,2017.0,-36.09034821399996,-5.371214465999969,98.38,92.0,2.35,Jer-11,Sim,-36.06995137499996,-5.394552802999954
EOLCVRN031802-7-01,Jericó,Operação,RN,14,32.9,2017.0,-36.09034821399996,-5.371214465999969,98.38,92.0,2.35,Jer-04,Sim,-36.06219957999997,-5.374855740999976
EOLCVRN031802-7-01,Jericó,Operação,RN,14,32.9,2017.0,-36.09034821399996,-5.371214465999969,98.38,92.0,2.35,Jer-10,Sim,-36.068142455999975,-5.392791324999962
EOLCVRN031802-7-01,Jericó,Operação,RN,14,32.9,2017.0,-36.09034821399996,-5.371214465999969,98.38,92.0,2.35,Jer-06,Sim,-36.062918912999976,-5.380841529999941
EOLCVRN031802-7-01,Jericó,Operação,RN,14,32.9,2017.0,-36.09034821399996,-5.371214465999969,98.38,92.0,2.35,Jer-13,Sim,-36.07380934799994,-5.397823940999956
EOLCVRN031802-7-01,Jericó,Operação,RN,14,32.9,2017.0,-36.09034821399996,-5.371214465999969,98.38,92.0,2.35,Jer-12,Sim,-36.07188080699996,-5.396188373999962
EOLCVBA034738-8-01,Ventos da Santa Beatriz,Operação,BA,13,27.3,2018.0,-41.22889662399996,-10.939694734999932,80.0,114.0,2.0999999,BA-02-08,Sim,-41.233146458999954,-10.95396120099997
EOLCVBA034738-8-01,Ventos da Santa Beatriz,Operação,BA,13,27.3,2018.0,-41.22889662399996,-10.939694734999932,80.0,114.0,2.0999999,BA-02-06,Sim,-41.23192694499994,-10.949885120999966
EOLCVBA034738-8-01,Ventos da Santa Beatriz,Operação,BA,13,27.3,2018.0,-41.22889662399996,-10.939694734999932,80.0,114.0,2.0999999,BA-02-01,Sim,-41.22889664099995,-10.939694733999945
EOLCVBA034738-8-01,Ventos da Santa Beatriz,Operação,BA,13,27.3,2018.0,-41.22889662399996,-10.939694734999932,80.0,114.0,2.0999999,BA-02-12,Sim,-41.21883000199995,-10.957237926999936
EOLCVBA034738-8-01,Ventos da Santa Beatriz,Operação,BA,13,27.3,2018.0,-41.22889662399996,-10.939694734999932,80.0,114.0,2.0999999,BA-02-04,Sim,-41.23070754299994,-10.945818065999958
EOLCVBA034738-8-01,Ventos da Santa Beatriz,Operação,BA,13,27.3,2018.0,-41.22889662399996,-10.939694734999932,80.0,114.0,2.0999999,BA-02-07,Sim,-41.23253669699994,-10.951923162999949
EOLCVBA034738-8-01,Ventos da Santa Beatriz,Operação,BA,13,27.3,2018.0,-41.22889662399996,-10.939694734999932,80.0,114.0,2.0999999,BA-02-02,Sim,-41.229478970999935,-10.941742027999965
EOLCVBA034738-8-01,Ventos da Santa Beatriz,Operação,BA,13,27.3,2018.0,-41.22889662399996,-10.939694734999932,80.0,114.0,2.0999999,BA-02-09,Sim,-41.23321725899996,-10.95608452299996
EOLCVBA034738-8-01,Ventos da Santa Beatriz,Operação,BA,13,27.3,2018.0,-41.22889662399996,-10.939694734999932,80.0,114.0,2.0999999,BA-02-13,Sim,-41.21886259099995,-10.960382807999965
EOLCVBA034738-8-01,Ventos da Santa Beatriz,Operação,BA,13,27.3,2018.0,-41.22889662399996,-10.939694734999932,80.0,114.0,2.0999999,BA-02-10,Sim,-41.21778702699993,-10.951054685999964
EOLCVBA034738-8-01,Ventos da Santa Beatriz,Operação,BA,13,27.3,2018.0,-41.22889662399996,-10.939694734999932,80.0,114.0,2.0999999,BA-02-03,Sim,-41.230097823999984,-10.94378001499996
EOLCVBA034738-8-01,Ventos da Santa Beatriz,Operação,BA,13,27.3,2018.0,-41.22889662399996,-10.939694734999932,80.0,114.0,2.0999999,BA-02-05,Sim,-41.23131720499998,-10.947847076999947
EOLCVBA034738-8-01,Ventos da Santa Beatriz,Operação,BA,13,27.3,2018.0,-41.22889662399996,-10.939694734999932,80.0,114.0,2.0999999,BA-02-11,Sim,-41.21859621999994,-10.954094507999969
EOLCVBA032470-1-01,Serra da Babilônia XI,Operação,BA,12,28.2,2018.0,-41.32158685199994,-11.076978159999952,98.0,92.0,2.35,SDB-XI-B-11,Sim,-41.328126263999934,-11.06830141699993
EOLCVBA032470-1-01,Serra da Babilônia XI,Operação,BA,12,28.2,2018.0,-41.32158685199994,-11.076978159999952,98.0,92.0,2.35,SDB-XI-B-12,Sim,-41.32889821999999,-11.06989501299995
EOLCVBA032470-1-01,Serra da Babilônia XI,Operação,BA,12,28.2,2018.0,-41.32158685199994,-11.076978159999952,98.0,92.0,2.35,SDB-XI-A-03,Sim,-41.32374898399996,-11.080535118999933
EOLCVBA032470-1-01,Serra da Babilônia XI,Operação,BA,12,28.2,2018.0,-41.32158685199994,-11.076978159999952,98.0,92.0,2.35,SDB-XI-A-04,Sim,-41.32433055299998,-11.082347079999977
EOLCVBA032470-1-01,Serra da Babilônia XI,Operação,BA,12,28.2,2018.0,-41.32158685199994,-11.076978159999952,98.0,92.0,2.35,SDB-XI-B-10,Sim,-41.32817602299997,-11.066493631999949
EOLCVBA032470-1-01,Serra da Babilônia XI,Operação,BA,12,28.2,2018.0,-41.32158685199994,-11.076978159999952,98.0,92.0,2.35,SDB-XI-B-08,Sim,-41.32828469299994,-11.062877991999926
EOLCVBA032470-1-01,Serra da Babilônia XI,Operação,BA,12,28.2,2018.0,-41.32158685199994,-11.076978159999952,98.0,92.0,2.35,SDB-XI-A-01,Sim,-41.32230290799998,-11.076994700999933
EOLCVBA032470-1-01,Serra da Babilônia XI,Operação,BA,12,28.2,2018.0,-41.32158685199994,-11.076978159999952,98.0,92.0,2.35,SDB-XI-B-09,Sim,-41.32823493099994,-11.064685776999966
EOLCVBA032470-1-01,Serra da Babilônia XI,Operação,BA,12,28.2,2018.0,-41.32158685199994,-11.076978159999952,98.0,92.0,2.35,SDB-XI-A-05,Sim,-41.32473873099997,-11.08421459599998
EOLCVBA032470-1-01,Serra da Babilônia XI,Operação,BA,12,28.2,2018.0,-41.32158685199994,-11.076978159999952,98.0,92.0,2.35,SDB-XI-B-07,Sim,-41.327649202999964,-11.06118393099996
EOLCVBA032470-1-01,Serra da Babilônia XI,Operação,BA,12,28.2,2018.0,-41.32158685199994,-11.076978159999952,98.0,92.0,2.35,SDB-XI-A-02,Sim,-41.32305778299997,-11.078742073999932
EOLCVBA032470-1-01,Serra da Babilônia XI,Operação,BA,12,28.2,2018.0,-41.32158685199994,-11.076978159999952,98.0,92.0,2.35,SDB-XI-B-06,Sim,-41.32639386299997,-11.05977478699998
EOLCVRN033666-1-01,Boa Esperança I,Operação,RN,14,30.8,2019.0,-35.995791304999955,-5.538735317999965,95.0,110.0,2.2,BE_9,Sim,-35.97888843599998,-5.535748933999969
EOLCVRN033666-1-01,Boa Esperança I,Operação,RN,14,30.8,2019.0,-35.995791304999955,-5.538735317999965,95.0,110.0,2.2,BE_5,Sim,-35.98248526499998,-5.519396701999938
EOLCVRN033666-1-01,Boa Esperança I,Operação,RN,14,30.8,2019.0,-35.995791304999955,-5.538735317999965,95.0,110.0,2.2,BE_2,Sim,-35.99302893099997,-5.538071721999927
EOLCVRN033666-1-01,Boa Esperança I,Operação,RN,14,30.8,2019.0,-35.995791304999955,-5.538735317999965,95.0,110.0,2.2,BE_7,Sim,-35.976467507999985,-5.516806908999968
EOLCVRN033666-1-01,Boa Esperança I,Operação,RN,14,30.8,2019.0,-35.995791304999955,-5.538735317999965,95.0,110.0,2.2,BE_4,Sim,-35.98483915099996,-5.521327261999943
EOLCVRN033666-1-01,Boa Esperança I,Operação,RN,14,30.8,2019.0,-35.995791304999955,-5.538735317999965,95.0,110.0,2.2,BE_13,Sim,-35.96951897099996,-5.528270276999933
EOLCVRN033666-1-01,Boa Esperança I,Operação,RN,14,30.8,2019.0,-35.995791304999955,-5.538735317999965,95.0,110.0,2.2,BE_1,Sim,-35.995791304999955,-5.538735317999965
EOLCVRN033666-1-01,Boa Esperança I,Operação,RN,14,30.8,2019.0,-35.995791304999955,-5.538735317999965,95.0,110.0,2.2,BE_6,Sim,-35.97951204199995,-5.518020327999977
EOLCVRN033666-1-01,Boa Esperança I,Operação,RN,14,30.8,2019.0,-35.995791304999955,-5.538735317999965,95.0,110.0,2.2,BE_12,Sim,-35.97275120699993,-5.529139458999964
EOLCVRN033666-1-01,Boa Esperança I,Operação,RN,14,30.8,2019.0,-35.995791304999955,-5.538735317999965,95.0,110.0,2.2,BE_8,Sim,-35.98093594699998,-5.537699090999979
EOLCVRN033666-1-01,Boa Esperança I,Operação,RN,14,30.8,2019.0,-35.995791304999955,-5.538735317999965,95.0,110.0,2.2,BE_3,Sim,-35.98960828099996,-5.537393365999947
EOLCVRN033666-1-01,Boa Esperança I,Operação,RN,14,30.8,2019.0,-35.995791304999955,-5.538735317999965,95.0,110.0,2.2,BE_14,Sim,-35.96706714399994,-5.526593099999957
EOLCVRN033666-1-01,Boa Esperança I,Operação,RN,14,30.8,2019.0,-35.995791304999955,-5.538735317999965,95.0,110.0,2.2,BE_10,Sim,-35.97615710099996,-5.534082265999928
EOLCVRN033666-1-01,Boa Esperança I,Operação,RN,14,30.8,2019.0,-35.995791304999955,-5.538735317999965,95.0,110.0,2.2,BE_11,Sim,-35.974584317999984,-5.531497284999944
EOLCVPE031370-0-01,Ventos de Santa Brígida IV,Operação,PE,16,27.2,2015.0,-36.76018312199994,-8.833776584999953,80.0,100.0,1.7,BR4-01,Sim,-36.760199055999976,-8.833778215999928
EOLCVPE031370-0-01,Ventos de Santa Brígida IV,Operação,PE,16,27.2,2015.0,-36.76018312199994,-8.833776584999953,80.0,100.0,1.7,BR4-10,Sim,-36.77169452199996,-8.832255920999955
EOLCVPE031370-0-01,Ventos de Santa Brígida IV,Operação,PE,16,27.2,2015.0,-36.76018312199994,-8.833776584999953,80.0,100.0,1.7,BR4-07,Sim,-36.767691903999946,-8.843521306999946
EOLCVPE031370-0-01,Ventos de Santa Brígida IV,Operação,PE,16,27.2,2015.0,-36.76018312199994,-8.833776584999953,80.0,100.0,1.7,BR4-09,Sim,-36.76957687099997,-8.83079715499997
EOLCVPE031370-0-01,Ventos de Santa Brígida IV,Operação,PE,16,27.2,2015.0,-36.76018312199994,-8.833776584999953,80.0,100.0,1.7,BR4-13,Sim,-36.77508166899997,-8.83720208699998
EOLCVPE031370-0-01,Ventos de Santa Brígida IV,Operação,PE,16,27.2,2015.0,-36.76018312199994,-8.833776584999953,80.0,100.0,1.7,BR4-16,Sim,-36.782271855999966,-8.842939065999929
EOLCVPE031370-0-01,Ventos de Santa Brígida IV,Operação,PE,16,27.2,2015.0,-36.76018312199994,-8.833776584999953,80.0,100.0,1.7,BR4-02,Sim,-36.76100662099998,-8.835482286999934
